id,date,type,description,payment_method,bank,value,categories,notes
3215,2022-04-06,DEBITO,anonimizado,PIX,INTER,150.0,Despesa,anonimizado
3216,2022-04-06,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
3217,2022-04-06,DEBITO,anonimizado,PIX,INTER,1722.1,Despesa,anonimizado
3218,2022-04-06,DEBITO,anonimizado,PIX,INTER,1535.41,Despesa,anonimizado
3219,2022-04-06,DEBITO,anonimizado,PIX,INTER,493.99,Despesa,anonimizado
3220,2022-04-07,CREDITO,anonimizado,PIX,INTER,25.0,Recebimento,anonimizado
3221,2022-04-07,CREDITO,anonimizado,PIX,INTER,630.0,Recebimento,anonimizado
3222,2022-04-08,DEBITO,anonimizado,CARTAO,INTER,70.42,Despesa,anonimizado
3223,2022-04-11,CREDITO,anonimizado,PIX,INTER,30.0,Recebimento,anonimizado
3224,2022-04-11,CREDITO,anonimizado,PIX,INTER,205.0,Recebimento,anonimizado
3225,2022-04-11,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3226,2022-04-11,CREDITO,anonimizado,PIX,INTER,50.0,Recebimento,anonimizado
3227,2022-04-12,CREDITO,anonimizado,PIX,INTER,490.0,Recebimento,anonimizado
3228,2022-04-12,CREDITO,anonimizado,PIX,INTER,335.0,Recebimento,anonimizado
3229,2022-04-12,DEBITO,anonimizado,PIX,INTER,100.0,Despesa,anonimizado
3230,2022-04-12,DEBITO,anonimizado,PIX,INTER,695.0,Despesa,anonimizado
3231,2022-04-12,DEBITO,anonimizado,CARTAO,INTER,1639.77,Despesa,anonimizado
3232,2022-04-13,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3233,2022-04-13,DEBITO,anonimizado,BOLETO,INTER,237.38,Despesa,anonimizado
3234,2022-04-13,DEBITO,anonimizado,BOLETO,INTER,91.45,Despesa,anonimizado
3235,2022-04-13,DEBITO,anonimizado,BOLETO,INTER,541.24,Despesa,anonimizado
3236,2022-04-13,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3237,2022-04-13,DEBITO,anonimizado,PIX,INTER,469.5,Despesa,anonimizado
3238,2022-04-13,CREDITO,anonimizado,PIX,INTER,150.0,Recebimento,anonimizado
3239,2022-04-13,CREDITO,anonimizado,PIX,INTER,222.0,Recebimento,anonimizado
3240,2022-04-13,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3241,2022-04-13,CREDITO,anonimizado,PIX,INTER,55.0,Recebimento,anonimizado
3242,2022-04-13,CREDITO,anonimizado,CARTAO,INTER,4.09,Recebimento,anonimizado
3243,2022-04-14,CREDITO,anonimizado,PIX,INTER,452.5,Recebimento,anonimizado
3244,2022-04-14,CREDITO,anonimizado,PIX,INTER,35.0,Recebimento,anonimizado
3245,2022-04-18,DEBITO,anonimizado,PIX,INTER,76.43,Despesa,anonimizado
3246,2022-04-18,CREDITO,anonimizado,PIX,INTER,5.0,Recebimento,anonimizado
3247,2022-04-19,CREDITO,anonimizado,PIX,INTER,76.43,Recebimento,anonimizado
3248,2022-04-19,DEBITO,anonimizado,BOLETO,INTER,84.58,Despesa,anonimizado
3249,2022-04-19,DEBITO,anonimizado,BOLETO,INTER,149.9,Despesa,anonimizado
3250,2022-04-19,DEBITO,anonimizado,BOLETO,INTER,124.92,Despesa,anonimizado
3251,2022-04-19,DEBITO,anonimizado,PIX,INTER,800.0,Despesa,anonimizado
3252,2022-04-20,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3253,2022-04-20,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
3254,2022-04-20,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
3255,2022-04-20,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3256,2022-04-20,DEBITO,anonimizado,PIX,INTER,1400.0,Despesa,anonimizado
3257,2022-04-22,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
3258,2022-04-22,CREDITO,anonimizado,PIX,INTER,460.0,Recebimento,anonimizado
3259,2022-04-25,DEBITO,anonimizado,CARTAO,INTER,107.99,Despesa,anonimizado
3260,2022-04-25,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3261,2022-04-25,CREDITO,anonimizado,PIX,INTER,30.0,Recebimento,anonimizado
3262,2022-04-25,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3263,2022-04-26,DEBITO,anonimizado,CARTAO,INTER,40.5,Despesa,anonimizado
3264,2022-04-26,CREDITO,anonimizado,PIX,INTER,250.0,Recebimento,anonimizado
3265,2022-04-29,CREDITO,anonimizado,PIX,INTER,250.0,Recebimento,anonimizado
3300,2022-05-02,DEBITO,anonimizado,CARTAO,INTER,47.43,"Despesa, Compra",anonimizado
3301,2022-05-02,DEBITO,anonimizado,CARTAO,INTER,74.15,"Despesa, Compra",anonimizado
3302,2022-05-02,DEBITO,anonimizado,PIX,INTER,408.78,"Imposto, Governo",anonimizado
3303,2022-05-02,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3304,2022-05-03,DEBITO,anonimizado,CARTAO,INTER,32.6,"Despesa, Compra",anonimizado
3305,2022-05-03,CREDITO,anonimizado,PIX,INTER,345.0,Recebimento,anonimizado
3306,2022-05-03,DEBITO,anonimizado,PIX,INTER,242.0,"Despesa, Salário",anonimizado
3307,2022-05-03,CREDITO,anonimizado,PIX,INTER,635.0,Recebimento,anonimizado
3308,2022-05-04,CREDITO,anonimizado,PIX,INTER,345.0,Recebimento,anonimizado
3309,2022-05-04,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
3310,2022-05-05,DEBITO,anonimizado,CARTAO,INTER,273.9,"Despesa, Compra",anonimizado
3311,2022-05-05,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3312,2022-05-05,CREDITO,anonimizado,PIX,INTER,500.0,Recebimento,anonimizado
3313,2022-05-06,CREDITO,anonimizado,PIX,INTER,640.0,Recebimento,anonimizado
3314,2022-05-06,DEBITO,anonimizado,PIX,INTER,1810.48,"Despesa, Salário",anonimizado
3315,2022-05-06,DEBITO,anonimizado,PIX,INTER,1519.56,"Despesa, Salário",anonimizado
3316,2022-05-06,DEBITO,anonimizado,PIX,INTER,1539.26,"Despesa, Salário",anonimizado
3317,2022-05-06,DEBITO,anonimizado,PIX,INTER,1435.11,"Despesa, Salário",anonimizado
3318,2022-05-09,CREDITO,anonimizado,PIX,INTER,980.0,Recebimento,anonimizado
3319,2022-05-10,CREDITO,anonimizado,PIX,INTER,265.0,Recebimento,anonimizado
3320,2022-05-11,DEBITO,anonimizado,PIX,INTER,150.0,"Devolução, PIX",anonimizado
3321,2022-05-11,CREDITO,anonimizado,PIX,INTER,450.0,Recebimento,anonimizado
3322,2022-05-12,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3323,2022-05-12,DEBITO,anonimizado,CARTAO,INTER,119.8,"Despesa, Saúde",anonimizado
3324,2022-05-12,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3325,2022-05-12,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
3326,2022-05-13,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
3327,2022-05-13,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3328,2022-05-13,DEBITO,anonimizado,PIX,INTER,500.0,"Despesa, Serviços",anonimizado
3329,2022-05-16,CREDITO,anonimizado,PIX,INTER,135.0,Recebimento,anonimizado
3330,2022-05-16,DEBITO,anonimizado,CARTAO,INTER,240.0,"Despesa, Compra",anonimizado
3331,2022-05-17,DEBITO,anonimizado,PIX,INTER,312.66,"Despesa, Material",anonimizado
3332,2022-05-17,CREDITO,anonimizado,PIX,INTER,452.5,Recebimento,anonimizado
3333,2022-05-17,DEBITO,anonimizado,CARTAO,INTER,343.12,"Despesa, Material",anonimizado
3334,2022-05-19,DEBITO,anonimizado,PIX,INTER,28.9,"Despesa, Construção",anonimizado
3335,2022-05-19,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
3336,2022-05-19,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
3337,2022-05-19,CREDITO,anonimizado,PIX,INTER,125.0,"Recebimento, Livro",anonimizado
3338,2022-05-19,DEBITO,anonimizado,PIX,INTER,551.18,"Despesa, Serviços",anonimizado
3339,2022-05-19,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3340,2022-05-20,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3341,2022-05-20,CREDITO,anonimizado,PIX,INTER,490.0,Recebimento,anonimizado
3342,2022-05-20,CREDITO,anonimizado,PIX,INTER,250.0,Recebimento,anonimizado
3343,2022-05-23,DEBITO,anonimizado,CARTAO,INTER,222.5,"Despesa, Compra",anonimizado
3344,2022-05-23,CREDITO,anonimizado,CARTAO,INTER,6.48,"Recebimento, Cashback",anonimizado
3345,2022-05-24,DEBITO,anonimizado,CARTAO,INTER,120.0,"Despesa, Serviços",anonimizado
3346,2022-05-25,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3347,2022-05-26,CREDITO,anonimizado,PIX,INTER,95.0,Recebimento,anonimizado
3348,2022-05-27,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3349,2022-05-27,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3350,2022-05-30,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3351,2022-06-01,DEBITO,anonimizado,PIX,INTER,220.0,Devolução,anonimizado
3352,2022-06-01,DEBITO,anonimizado,PIX,INTER,276.26,"Despesa, Governo",anonimizado
3353,2022-06-02,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3354,2022-06-02,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
3355,2022-06-02,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3356,2022-06-03,DEBITO,anonimizado,PIX,INTER,384.31,"Pagamento, Terceiro",anonimizado
3357,2022-06-06,DEBITO,anonimizado,PIX,INTER,1858.5,Salário,anonimizado
3358,2022-06-06,DEBITO,anonimizado,PIX,INTER,1584.35,Salário,anonimizado
3359,2022-06-06,DEBITO,anonimizado,PIX,INTER,1078.68,Pro-labore,anonimizado
3360,2022-06-06,DEBITO,anonimizado,PIX,INTER,1449.85,Salário,anonimizado
3361,2022-06-06,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
3362,2022-06-08,CREDITO,anonimizado,PIX,INTER,410.0,Recebimento,anonimizado
3363,2022-06-08,CREDITO,anonimizado,PIX,INTER,330.0,Recebimento,anonimizado
3364,2022-06-08,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3365,2022-06-08,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3366,2022-06-08,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
3367,2022-06-09,DEBITO,anonimizado,OUTROS,INTER,121.39,"Despesa, Consumo",anonimizado
3368,2022-06-09,DEBITO,anonimizado,PIX,INTER,80.0,"Despesa, Serviços",anonimizado
3369,2022-06-10,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3370,2022-06-10,CREDITO,anonimizado,PIX,INTER,400.0,Recebimento,anonimizado
3371,2022-06-10,CREDITO,anonimizado,PIX,INTER,445.0,Recebimento,anonimizado
3372,2022-06-13,CREDITO,anonimizado,PIX,INTER,410.0,Recebimento,anonimizado
3373,2022-06-13,DEBITO,anonimizado,CARTAO,INTER,223.5,"Despesa, Consumo",anonimizado
3374,2022-06-13,CREDITO,anonimizado,PIX,INTER,300.0,"Recebimento, Livro",anonimizado
3375,2022-06-13,CREDITO,anonimizado,PIX,INTER,410.0,Recebimento,anonimizado
3376,2022-06-14,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
3377,2022-06-14,CREDITO,anonimizado,PIX,INTER,85.0,Recebimento,anonimizado
3378,2022-06-15,CREDITO,anonimizado,PIX,INTER,640.0,Recebimento,anonimizado
3379,2022-06-15,DEBITO,anonimizado,PIX,INTER,817.0,Pagamento,anonimizado
3380,2022-06-20,DEBITO,anonimizado,PIX,INTER,1080.0,Salário,anonimizado
3381,2022-06-20,DEBITO,anonimizado,CARTAO,INTER,1919.56,"Despesa, Fatura",anonimizado
3382,2022-06-20,CREDITO,anonimizado,PIX,INTER,195.0,Recebimento,anonimizado
3383,2022-06-20,CREDITO,anonimizado,PIX,INTER,480.0,Recebimento,anonimizado
3384,2022-06-20,CREDITO,anonimizado,PIX,INTER,200.0,"Recebimento, Livro",anonimizado
3385,2022-06-20,CREDITO,anonimizado,PIX,INTER,1350.0,Recebimento,anonimizado
3386,2022-06-21,CREDITO,anonimizado,PIX,INTER,75.0,"Recebimento, Livro",anonimizado
3387,2022-06-21,CREDITO,anonimizado,PIX,INTER,480.0,Recebimento,anonimizado
3388,2022-06-21,CREDITO,anonimizado,PIX,INTER,180.0,"Recebimento, Livro",anonimizado
3389,2022-06-21,CREDITO,anonimizado,CARTAO,INTER,4.79,"Recebimento, Cashback",anonimizado
3390,2022-06-22,CREDITO,anonimizado,PIX,INTER,175.0,Recebimento,anonimizado
3391,2022-06-22,CREDITO,anonimizado,PIX,INTER,54.0,Recebimento,anonimizado
3392,2022-06-22,DEBITO,anonimizado,PIX,INTER,93.0,"Despesa, Serviços",anonimizado
3393,2022-06-23,DEBITO,anonimizado,CARTAO,INTER,33.64,"Despesa, Consumo",anonimizado
3394,2022-06-24,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
3395,2022-06-24,CREDITO,anonimizado,PIX,INTER,50.0,Recebimento,anonimizado
3396,2022-06-24,DEBITO,anonimizado,CARTAO,INTER,55.0,"Despesa, Consumo",anonimizado
3397,2022-06-27,DEBITO,anonimizado,PIX,INTER,35.0,"Despesa, Combustível",anonimizado
3398,2022-06-27,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3399,2022-06-28,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
3400,2022-07-01,CREDITO,anonimizado,PIX,INTER,90.0,"Recebimento, Livro",anonimizado
3401,2022-07-04,CREDITO,anonimizado,PIX,INTER,27.5,"Recebimento, Livro",anonimizado
3402,2022-07-04,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
3403,2022-07-04,DEBITO,anonimizado,TRANSFERENCIA,INTER,351.48,Despesa,anonimizado
3404,2022-07-04,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
3405,2022-07-04,DEBITO,anonimizado,PIX,INTER,43.46,Devolução,anonimizado
3406,2022-07-05,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
3407,2022-07-06,CREDITO,anonimizado,PIX,INTER,37.5,Recebimento,anonimizado
3408,2022-07-06,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
3409,2022-07-06,DEBITO,anonimizado,PIX,INTER,1835.38,"Despesa, Salário",anonimizado
3410,2022-07-06,DEBITO,anonimizado,PIX,INTER,1369.26,"Despesa, Salário",anonimizado
3411,2022-07-06,DEBITO,anonimizado,PIX,INTER,1078.68,"Despesa, Pró-labore",anonimizado
3412,2022-07-06,DEBITO,anonimizado,PIX,INTER,1417.6,"Despesa, Salário",anonimizado
3413,2022-07-06,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3414,2022-07-07,CREDITO,anonimizado,PIX,INTER,360.0,Recebimento,anonimizado
3415,2022-07-07,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3416,2022-07-08,CREDITO,anonimizado,PIX,INTER,500.0,Recebimento,anonimizado
3417,2022-07-11,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3418,2022-07-11,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
3419,2022-07-11,CREDITO,anonimizado,PIX,INTER,37.5,"Recebimento, Livro",anonimizado
3420,2022-07-12,CREDITO,anonimizado,PIX,INTER,410.0,Recebimento,anonimizado
3421,2022-07-12,CREDITO,anonimizado,PIX,INTER,360.0,Recebimento,anonimizado
3422,2022-07-13,CREDITO,anonimizado,PIX,INTER,210.0,Recebimento,anonimizado
3423,2022-07-13,CREDITO,anonimizado,PIX,INTER,410.0,Recebimento,anonimizado
3424,2022-07-14,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
3425,2022-07-14,DEBITO,anonimizado,CARTAO,INTER,280.0,Despesa,anonimizado
3426,2022-07-18,CREDITO,anonimizado,PIX,INTER,250.0,Recebimento,anonimizado
3427,2022-07-18,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
3428,2022-07-18,CREDITO,anonimizado,PIX,INTER,37.5,"Recebimento, Livro",anonimizado
3429,2022-07-18,CREDITO,anonimizado,PIX,INTER,30.0,"Recebimento, Livro",anonimizado
3430,2022-07-18,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
3431,2022-07-18,CREDITO,anonimizado,PIX,INTER,150.0,Recebimento,anonimizado
3432,2022-07-18,CREDITO,anonimizado,PIX,INTER,340.0,Recebimento,anonimizado
3433,2022-07-19,CREDITO,anonimizado,PIX,INTER,144.0,Recebimento,anonimizado
3434,2022-07-19,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
3435,2022-07-19,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
3436,2022-07-21,CREDITO,anonimizado,PIX,INTER,240.0,Recebimento,anonimizado
3437,2022-07-21,DEBITO,anonimizado,CARTAO,INTER,52.7,Despesa,anonimizado
3438,2022-07-21,CREDITO,anonimizado,PIX,INTER,456.0,"Recebimento, Livro",anonimizado
3439,2022-07-21,DEBITO,anonimizado,PIX,INTER,6.45,Despesa,anonimizado
3440,2022-07-21,CREDITO,anonimizado,PIX,INTER,125.0,"Recebimento, Livro",anonimizado
3441,2022-07-22,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3442,2022-07-22,CREDITO,anonimizado,CARTAO,INTER,5.25,Recebimento,anonimizado
3443,2022-07-25,CREDITO,anonimizado,PIX,INTER,90.0,Recebimento,anonimizado
3444,2022-07-25,CREDITO,anonimizado,PIX,INTER,75.0,Recebimento,anonimizado
3445,2022-07-25,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
3446,2022-07-26,DEBITO,anonimizado,CARTAO,INTER,260.0,Despesa,anonimizado
3447,2022-07-26,CREDITO,anonimizado,PIX,INTER,640.0,Recebimento,anonimizado
3448,2022-07-26,CREDITO,anonimizado,PIX,INTER,90.0,Recebimento,anonimizado
3449,2022-07-27,DEBITO,anonimizado,CARTAO,INTER,40.8,Despesa,anonimizado
3450,2022-07-27,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3451,2022-07-29,DEBITO,anonimizado,PIX,INTER,74.9,Despesa,anonimizado
3452,2022-08-01,CREDITO,anonimizado,PIX,INTER,35.0,"Recebimento, Venda de Livro",anonimizado
3453,2022-08-01,DEBITO,anonimizado,CARTAO,INTER,56.95,Despesa,anonimizado
3454,2022-08-02,CREDITO,anonimizado,PIX,INTER,45.0,Recebimento,anonimizado
3455,2022-08-02,DEBITO,anonimizado,PIX,INTER,100.0,Despesa,anonimizado
3456,2022-08-02,CREDITO,anonimizado,PIX,INTER,230.0,Recebimento,anonimizado
3457,2022-08-02,DEBITO,anonimizado,TRANSFERENCIA,INTER,68.18,Despesa,anonimizado
3458,2022-08-03,CREDITO,anonimizado,PIX,INTER,290.0,Recebimento,anonimizado
3459,2022-08-03,DEBITO,anonimizado,PIX,INTER,85.4,Despesa,anonimizado
3460,2022-08-03,DEBITO,anonimizado,CARTAO,INTER,125.15,Despesa,anonimizado
3461,2022-08-04,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
3462,2022-08-04,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
3463,2022-08-04,CREDITO,anonimizado,PIX,INTER,35.0,Recebimento,anonimizado
3464,2022-08-05,CREDITO,anonimizado,PIX,INTER,175.0,Recebimento,anonimizado
3465,2022-08-05,DEBITO,anonimizado,PIX,INTER,1053.39,Salário,anonimizado
3466,2022-08-05,DEBITO,anonimizado,PIX,INTER,1510.75,Salário,anonimizado
3467,2022-08-05,DEBITO,anonimizado,PIX,INTER,1078.68,Pro-Labore,anonimizado
3468,2022-08-05,DEBITO,anonimizado,PIX,INTER,1078.68,Pro-Labore,anonimizado
3469,2022-08-05,DEBITO,anonimizado,PIX,INTER,472.5,Pagamento a Terceiros,anonimizado
3470,2022-08-05,CREDITO,anonimizado,PIX,INTER,120.0,Recebimento,anonimizado
3471,2022-08-05,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3472,2022-08-08,CREDITO,anonimizado,PIX,INTER,160.0,Recebimento,anonimizado
3473,2022-08-10,CREDITO,anonimizado,PIX,INTER,345.0,Recebimento,anonimizado
3474,2022-08-10,DEBITO,anonimizado,PIX,INTER,38.75,Despesa,anonimizado
3475,2022-08-10,DEBITO,anonimizado,CARTAO,INTER,11.0,Despesa,anonimizado
3476,2022-08-11,CREDITO,anonimizado,PIX,INTER,70.0,Recebimento,anonimizado
3477,2022-08-11,CREDITO,anonimizado,PIX,INTER,30.0,Recebimento,anonimizado
3478,2022-08-11,CREDITO,anonimizado,PIX,INTER,475.0,Recebimento,anonimizado
3479,2022-08-11,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3480,2022-08-11,CREDITO,anonimizado,PIX,INTER,200.0,"Recebimento, Venda de Livro",anonimizado
3481,2022-08-11,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3482,2022-08-12,DEBITO,anonimizado,PIX,INTER,65.02,Despesa,anonimizado
3483,2022-08-12,DEBITO,anonimizado,CDB,INTER,8000.0,Investimento,anonimizado
3484,2022-08-15,CREDITO,anonimizado,PIX,INTER,170.0,"Recebimento, Venda de Livro",anonimizado
3485,2022-08-15,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3486,2022-08-15,CREDITO,anonimizado,PIX,INTER,18.0,"Recebimento, Venda de Livro",anonimizado
3487,2022-08-15,CREDITO,anonimizado,PIX,INTER,130.0,"Recebimento, Venda de Livro",anonimizado
3488,2022-08-16,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
3489,2022-08-16,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3490,2022-08-16,CREDITO,anonimizado,CARTAO,INTER,7.04,Recebimento,anonimizado
3491,2022-08-17,CREDITO,anonimizado,PIX,INTER,570.0,Recebimento,anonimizado
3492,2022-08-17,CREDITO,anonimizado,PIX,INTER,350.0,Recebimento,anonimizado
3493,2022-08-17,CREDITO,anonimizado,PIX,INTER,380.0,Recebimento,anonimizado
3494,2022-08-17,DEBITO,anonimizado,PIX,INTER,223.71,Despesa,anonimizado
3495,2022-08-18,DEBITO,anonimizado,TRANSFERENCIA,INTER,90.65,Despesa,anonimizado
3496,2022-08-18,DEBITO,anonimizado,PIX,INTER,299.25,Despesa,anonimizado
3497,2022-08-18,CREDITO,anonimizado,PIX,INTER,30.0,"Recebimento, Venda de Livro",anonimizado
3498,2022-08-18,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3499,2022-08-19,DEBITO,anonimizado,PIX,INTER,1270.0,Despesa,anonimizado
3500,2022-08-19,DEBITO,anonimizado,PIX,INTER,235.56,Despesa,anonimizado
3501,2022-08-19,CREDITO,anonimizado,PIX,INTER,422.82,Recebimento,anonimizado
3502,2022-08-19,CREDITO,anonimizado,PIX,INTER,115.0,"Recebimento, Venda de Livro",anonimizado
3503,2022-08-22,CREDITO,anonimizado,PIX,INTER,835.0,Recebimento,anonimizado
3504,2022-08-22,CREDITO,anonimizado,PIX,INTER,255.0,"Recebimento, Venda de Livro",anonimizado
3505,2022-08-22,CREDITO,anonimizado,PIX,INTER,100.0,"Recebimento, Venda de Livro",anonimizado
3506,2022-08-22,CREDITO,anonimizado,PIX,INTER,300.0,Recebimento,anonimizado
3507,2022-08-23,CREDITO,anonimizado,PIX,INTER,255.0,Recebimento,anonimizado
3508,2022-08-23,CREDITO,anonimizado,PIX,INTER,390.0,Recebimento,anonimizado
3509,2022-08-23,CREDITO,anonimizado,PIX,INTER,150.0,"Recebimento, Venda de Livro",anonimizado
3510,2022-08-24,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3511,2022-08-24,CREDITO,anonimizado,PIX,INTER,270.0,Recebimento,anonimizado
3512,2022-08-24,CREDITO,anonimizado,PIX,INTER,250.0,Recebimento,anonimizado
3513,2022-08-24,DEBITO,anonimizado,PIX,INTER,430.0,Despesa,anonimizado
3514,2022-08-25,CREDITO,anonimizado,PIX,INTER,1050.0,Recebimento,anonimizado
3515,2022-08-25,DEBITO,anonimizado,CARTAO,INTER,145.28,Despesa,anonimizado
3516,2022-08-25,CREDITO,anonimizado,PIX,INTER,150.0,"Recebimento, Venda de Livro",anonimizado
3517,2022-08-26,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
3518,2022-08-26,CREDITO,anonimizado,PIX,INTER,600.0,Recebimento,anonimizado
3519,2022-08-26,CREDITO,anonimizado,PIX,INTER,175.0,Recebimento,anonimizado
3520,2022-08-29,CREDITO,anonimizado,PIX,INTER,100.0,Recebimento,anonimizado
3521,2022-08-29,CREDITO,anonimizado,PIX,INTER,50.0,Recebimento,anonimizado
3522,2022-08-29,DEBITO,anonimizado,CDB,INTER,3000.0,Investimento,anonimizado
3523,2022-08-29,CREDITO,anonimizado,PIX,INTER,375.0,Recebimento,anonimizado
3524,2022-08-29,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3525,2022-08-30,CREDITO,anonimizado,PIX,INTER,535.0,Recebimento,anonimizado
3526,2022-08-30,CREDITO,anonimizado,PIX,INTER,150.0,"Recebimento, Venda de Livro",anonimizado
3527,2022-08-31,CREDITO,anonimizado,PIX,INTER,180.0,Recebimento,anonimizado
3528,2022-08-31,CREDITO,anonimizado,PIX,INTER,40.0,Recebimento,anonimizado
3529,2022-09-01,CREDITO,anonimizado,PIX,INTER,80.0,Recebimento,anonimizado
3530,2022-09-01,CREDITO,anonimizado,PIX,INTER,150.0,Recebimento,anonimizado
3531,2022-09-01,CREDITO,anonimizado,PIX,INTER,200.0,Recebimento,anonimizado
3532,2022-09-02,CREDITO,anonimizado,PIX,INTER,220.0,Recebimento,anonimizado
3533,2022-09-02,CREDITO,anonimizado,PIX,INTER,265.0,Recebimento,anonimizado
3534,2022-09-02,CREDITO,anonimizado,PIX,INTER,1140.0,Recebimento,anonimizado
3535,2022-09-02,CREDITO,anonimizado,PIX,INTER,60.0,Recebimento,anonimizado
3536,2022-09-02,CREDITO,anonimizado,PIX,INTER,280.0,Recebimento,anonimizado
3537,2022-09-02,DEBITO,anonimizado,PIX,INTER,73.9,Despesa,anonimizado
3538,2022-09-06,CREDITO,anonimizado,PIX,INTER,345.0,Recebimento,anonimizado
3539,2022-09-06,DEBITO,anonimizado,PIX,INTER,1491.53,Salário,anonimizado
3540,2022-09-06,DEBITO,anonimizado,PIX,INTER,1078.68,Salário,anonimizado
3541,2022-09-06,DEBITO,anonimizado,PIX,INTER,1577.72,Salário,anonimizado
3542,2022-09-06,CREDITO,anonimizado,PIX,INTER,360.0,Recebimento,anonimizado
3543,2022-09-06,CREDITO,anonimizado,PIX,INTER,352.0,Recebimento,anonimizado
